Имя тега;Метка времени;Значение;Статус.Качество;Статус.Код;Статус.Описание;Аннотация
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_1_REC6_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_1_REC7";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_1_REC7_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2";Mon Aug 21 2023 10:58:49 GMT+0300 (Москва, стандартное время);"136080.25";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_prev";Sun Aug 20 2023 18:58:51 GMT+0300 (Москва, стандартное время);"131312.47";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC1";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC1_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC2";Sun Aug 20 2023 18:58:51 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC2_prev";Sun Aug 20 2023 18:58:51 GMT+0300 (Москва, стандартное время);"131312.47";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC3";Mon Aug 21 2023 10:58:49 GMT+0300 (Москва, стандартное время);"136080.25";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC3_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC4";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC4_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC5";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC5_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC6";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC6_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC7";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_2_REC7_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"9260.749";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_prev";Sun Aug 20 2023 18:58:51 GMT+0300 (Москва, стандартное время);"133558.81";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC1";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC1_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC2";Sun Aug 20 2023 18:58:51 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC2_prev";Sun Aug 20 2023 18:58:51 GMT+0300 (Москва, стандартное время);"133558.81";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC3";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"9260.749";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC3_prev";Sun Aug 13 2023 19:07:38 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC4";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC4_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC5";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC5_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC6";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC6_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC7";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_COMMON_PROD_Prod_Shift_3_REC7_prev";Wed Aug 09 2023 08:53:10 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_1_FeedRate";Mon Aug 21 2023 11:31:33 GMT+0300 (Москва, стандартное время);"540";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_1_SPFeedRate";Mon Aug 21 2023 11:01:20 GMT+0300 (Москва, стандартное время);"552";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_1_Weight";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"2766";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_2_FeedRate";Mon Aug 21 2023 11:31:33 GMT+0300 (Москва, стандартное время);"4313";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_2_SPFeedRate";Mon Aug 21 2023 11:01:20 GMT+0300 (Москва, стандартное время);"4335";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_2_Weight";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"3321";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_3_FeedRate";Mon Aug 21 2023 11:31:33 GMT+0300 (Москва, стандартное время);"1902";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_3_SPFeedRate";Sun Aug 20 2023 18:51:48 GMT+0300 (Москва, стандартное время);"1909";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_3_Weight";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"3168";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_4_FeedRate";Mon Aug 21 2023 11:31:32 GMT+0300 (Москва, стандартное время);"2739";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_4_SPFeedRate";Sun Aug 20 2023 18:51:48 GMT+0300 (Москва, стандартное время);"2740";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_4_Weight";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"3261";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_5_FeedRate";Mon Aug 21 2023 11:31:33 GMT+0300 (Москва, стандартное время);"1734";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_5_SPFeedRate";Sun Aug 20 2023 18:51:48 GMT+0300 (Москва, стандартное время);"1717";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_5_Weight";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"2767";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_6_FeedRate";Mon Aug 21 2023 11:31:33 GMT+0300 (Москва, стандартное время);"5752";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_6_SPFeedRate";Sun Aug 20 2023 18:51:48 GMT+0300 (Москва, стандартное время);"5746";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_6_Temp_Flex2";Mon Aug 21 2023 11:31:22 GMT+0300 (Москва, стандартное время);"197";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB100_W_6_Weight";Mon Aug 21 2023 11:31:27 GMT+0300 (Москва, стандартное время);"4046";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_1_DevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"250";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_1_DevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"50";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_1_LimOverfill";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"450";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_1_TDevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_1_TDevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"6400";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_2_DevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"300";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_2_DevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"50";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_2_LimOverfill";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"900";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_2_TDevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_2_TDevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"4864";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_3_DevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"300";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_3_DevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"50";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_3_LimOverfill";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"750";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_3_TDevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_3_TDevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"4864";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_4_DevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"300";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_4_DevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"50";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_4_LimOverfill";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"750";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_4_TDevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_4_TDevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"4864";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_5_DevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"300";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_5_DevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"50";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_5_LimOverfill";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"750";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_5_TDevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_5_TDevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"4864";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_6_DevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"300";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_6_DevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"50";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_6_LimOverfill";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"950";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_6_TDevLimKgHourAl";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.3_DOZ_DB110_W_6_TDevLimKgHourW";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"8480";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day";Mon Aug 21 2023 11:31:32 GMT+0300 (Москва, стандартное время);"330866.03";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"424947";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC1";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC1_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC2";Mon Aug 21 2023 11:31:32 GMT+0300 (Москва, стандартное время);"330866.03";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC2_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"157405";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC3";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC3_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC4";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC4_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"267542";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC5";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC5_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC6";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC6_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC7";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Day_REC7_prev";Tue Aug 15 2023 18:58:48 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1";Mon Aug 21 2023 02:59:01 GMT+0300 (Москва, стандартное время);"160005.78";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"135921";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC1";Fri Aug 18 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC1_prev";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC2";Mon Aug 21 2023 02:59:01 GMT+0300 (Москва, стандартное время);"160005.78";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC2_prev";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC3";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC3_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC4";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC4_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"135921";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC5";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC5_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC6";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC6_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC7";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_1_REC7_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2";Mon Aug 21 2023 10:59:02 GMT+0300 (Москва, стандартное время);"160012.6";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"136682";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC1";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC1_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC2";Mon Aug 21 2023 10:59:02 GMT+0300 (Москва, стандартное время);"160012.6";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC2_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"5062";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC3";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC3_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC4";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC4_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"131620";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC5";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC5_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC6";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC6_prev";Wed Aug 09 2023 08:52:59 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC7";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_2_REC7_prev";Tue Aug 15 2023 18:58:48 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3";Mon Aug 21 2023 11:31:32 GMT+0300 (Москва, стандартное время);"10847.664";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"152343";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_REC1";Fri Aug 18 2023 13:09:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_REC1_prev";Fri Aug 18 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_REC2";Mon Aug 21 2023 11:31:32 GMT+0300 (Москва, стандартное время);"10847.664";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_REC2_prev";Sun Aug 20 2023 18:59:00 GMT+0300 (Москва, стандартное время);"152343";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_REC3";Fri Aug 18 2023 18:59:00 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
"AP_PA_SRV1.ODA_N.AnodeMass.4_COMMON_PROD_Prod_Shift_3_REC3_prev";Sat Aug 19 2023 18:58:56 GMT+0300 (Москва, стандартное время);"0";Good;0;"";"";
